Recorded Date,External Data Reference,Which areas of content would you like to see the FT cover more?,Q7 - Topics,"Overall, how would you rate our journalism?","How would you rate the FT on the following? - Data / Visual Journalism (e.g. charts & graphs)



1/7","How would you rate the FT on the following? - Videos



2/7","How would you rate the FT on the following? - Podcasts



3/7","How would you rate the FT on the following? - Newsletters



4/7","How would you rate the FT on the following? - Live Blogs



5/7","How would you rate the FT on the following? - Longform (The Big read)



6/7","How would you rate the FT on the following? - Live events, either online or in-person (FT Live)



7/7","How useful do you find the FT's coverage on the following specialist subjects? - Mergers & Acquisitions



1/7","How useful do you find the FT's coverage on the following specialist subjects? - Environmental, Social, and Corporate Governance



2/7","How useful do you find the FT's coverage on the following specialist subjects? - Trade



3/7","How useful do you find the FT's coverage on the following specialist subjects? - Climate & Business



4/7","How useful do you find the FT's coverage on the following specialist subjects? - Energy



5/7","How useful do you find the FT's coverage on the following specialist subjects? - Asian Tech



6/7","How useful do you find the FT's coverage on the following specialist subjects? - The Business of Sport



7/7"
25/08/2021 10:59:21,b0e8a61c-4b3a-4cb9-a8e0-a691863247f5,"Education, skills, UK regional economic development ","Economy,Education,UK",5 - Excellent,4,I haven't encountered / do not use these,3,4,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Very useful,I'm not interested in this content,Very useful,Extremely useful,I'm not interested in this content,I'm not interested in this content
25/08/2021 10:57:59,f0830137-9044-4efb-818d-d2874b4dec91,arts particularly music opera books,"Arts,Music",4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,3,,Moderately useful,Moderately useful,Very useful,Very useful,Moderately useful,Moderately useful,Moderately useful
25/08/2021 10:57:28,52b9c0bb-ec06-434e-ae26-696a7caca4b8,"Property, Arts and Culture, Food and Travel, Medicine and Health","Health,Travel & Leisure,Food & Drink,Arts,Property",5 - Excellent,4,,,,,,,Slightly useful,I'm not interested in this content,Slightly useful,Slightly useful,Slightly useful,Moderately useful,I'm not interested in this content
25/08/2021 10:56:53,65ae0d49-4204-418a-a421-a4cccc5c4e9b,"As long as the journalism is in depth that's fine

I would prefer it if the FT didn't take the approach the Guardian sometimes takes i.e. drawing simple conclusions to complex problems",Unknown,4,3,3,5 - Excellent,3,3,5 - Excellent,,Slightly useful,Slightly useful,Slightly useful,Very useful,Slightly useful,Slightly useful,Moderately useful
25/08/2021 10:56:43,41f4995e-3a24-4d83-825d-a89e2833a4ba,,,4,4,3,2,2,5 - Excellent,5 - Excellent,,Moderately useful,Moderately useful,Very useful,Very useful,Moderately useful,Slightly useful,Moderately useful
25/08/2021 10:55:13,e9c9ad51-e689-4307-b169-edb32f8f0980,I would like to see more objective coverage of identity politics. I would like more in depth personal finance.,"Personal finance,Politics",3,4,3,I haven't encountered / do not use these,I haven't encountered / do not use these,2,3,,Slightly useful,Not very useful,Slightly useful,Moderately useful,Moderately useful,Very useful,Not very useful
25/08/2021 10:54:03,80144ab8-fd05-465c-ae18-62dd27ab30d0,Sport and business relationships,Sport,5 - Excellent,3,2,1 - Poor,3,1 - Poor,4,,Very useful,Very useful,Very useful,Extremely useful,Very useful,Moderately useful,Very useful
25/08/2021 10:53:43,f93e82ad-d6d4-4794-99cf-2c722a475216,Central Bank news,Banks,5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,I'm not interested in this content,Very useful,Not very useful,Not very useful,Not very useful,Not very useful
25/08/2021 10:53:40,b983c5bb-9626-4953-b7b5-2bc5b08fbb27,"Keep up the social content, bringing your rigour to social themes that impact on the world of work and economics! See the interview with the founder of OnlyFans as an example of the type of rigorous coverage we need.","Climate / Environment,Economy,Society,World",5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,3,I haven't encountered / do not use these,4,,I'm not interested in this content,Slightly useful,Slightly useful,Moderately useful,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content
25/08/2021 10:53:24,2a799997-54a4-4947-9d89-710e592f9022,More management topics.,Unknown,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,Not very useful,Moderately useful,Slightly useful,Moderately useful,Slightly useful,Slightly useful,Not very useful
25/08/2021 10:52:32,90bc0964-ff1f-4af7-97c0-098e2a32af73,"Innovation in IT, medicine, biology and clean energy","Climate / Environment,Energy sector,Health,Innovation",4,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,I'm not interested in this content
25/08/2021 10:51:34,9777c377-cbed-4af2-b870-e2e50a304195,In depth analysis of companies,Companies,2,2,2,2,2,2,3,,Moderately useful,Not very useful,Moderately useful,Slightly useful,Slightly useful,Slightly useful,Slightly useful
25/08/2021 10:50:12,3d9eac25-ffdd-41a1-b928-da621c51e87c,Music and creative industries,Music,4,4,3,I haven't encountered / do not use these,3,3,4,,Moderately useful,Moderately useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Very useful
25/08/2021 10:42:34,8f6231b5-128d-46df-8ba3-f01880eb0ba5,,,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Very useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Not very useful
25/08/2021 10:24:56,a2df3abf-9a8d-4c82-b59f-cddbf159d92a,,,5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,4,,Moderately useful,Very useful,Very useful,Extremely useful,Moderately useful,Not very useful,Moderately useful
25/08/2021 10:18:20,596e4c30-0e97-44af-b83b-21ba67e0552f,"I'm a generalist hence ""moderately useful""",Unknown,4,4,I haven't encountered / do not use these,3,3,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful
25/08/2021 10:13:29,26e1cac6-59c7-49b8-be1a-b49e684a2ffc,"Manufacturing as it is my field
",Industrial,5 - Excellent,5 - Excellent,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,3,,Slightly useful,Moderately useful,Moderately useful,Moderately useful,Slightly useful,Not very useful,Not very useful
25/08/2021 10:10:35,553b20a5-0ef0-47ce-885c-7d7072bb1040,How business and Capitalism need to change to keep to Paris Climate agreement,"Capitalism,Climate / Environment",5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,4,3,5 - Excellent,,Moderately useful,Very useful,Moderately useful,Very useful,Moderately useful,Moderately useful,Not very useful
25/08/2021 10:10:23,aa7a6e3b-292a-4455-b98f-4a8bc45f31c0,"Metals, Mining and Commodity markets. ","Commodities,Financial markets,Mining",4,2,I haven't encountered / do not use these,I haven't encountered / do not use these,3,I haven't encountered / do not use these,4,,Extremely useful,Very useful,Moderately useful,Moderately useful,Moderately useful,I'm not interested in this content,I'm not interested in this content
25/08/2021 10:07:59,156f8cf4-e83f-4ebb-a789-91276f2e7b67,risk management,Unknown,4,5 - Excellent,5 - Excellent,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,,Very useful,Very useful,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Very useful
25/08/2021 10:07:03,0b15be39-de64-431d-8276-0eca48a62a16,,,4,3,4,4,4,I haven't encountered / do not use these,4,,Extremely useful,Moderately useful,Very useful,Moderately useful,Very useful,Very useful,Moderately useful
25/08/2021 10:05:01,598838eb-6c39-40f1-81a0-c11e7a75211f,"To understand the US, a sophisticated appreciation of the US Congress is essential. The FT has never (not in the last forty years, at least) covered Congress adequately. There is an opportunity here, especially given the weakened coverage of the topic in the Washington Post and New York Times.",US & Canada,5 - Excellent,4,4,4,5 - Excellent,I haven't encountered / do not use these,4,,I'm not interested in this content,Moderately useful,Moderately useful,Moderately useful,Moderately useful,I'm not interested in this content,Moderately useful
25/08/2021 10:01:14,24faabbb-8593-49ca-a893-ec0ee48ade2d,World issues that impact us all ,"US & Canada,World",5 - Excellent,5 - Excellent,,,,,,,Not very useful,,,,,,
25/08/2021 09:55:34,069aa71e-3105-4bfe-b061-9dbf4bbc3d7b,Funding a just transition and business and human rights ,Society,4,4,4,4,3,I haven't encountered / do not use these,I haven't encountered / do not use these,,I'm not interested in this content,Extremely useful,Moderately useful,Extremely useful,Extremely useful,I'm not interested in this content,Slightly useful
25/08/2021 09:50:55,18d3edca-2ac1-4d85-99d4-f72259e2a5e5,,,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,,I'm not interested in this content,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful
25/08/2021 09:48:28,b8008e33-699e-4e24-b721-dd4c07dfef27,"more global, with far less emphasis on UK-centric topics - I'd like to see a lot more on Asia (and not just China)","Asia,UK,World",3,3,I haven't encountered / do not use these,I haven't encountered / do not use these,3,I haven't encountered / do not use these,4,,Very useful,Very useful,Moderately useful,Very useful,Moderately useful,Slightly useful,Not very useful
25/08/2021 09:48:05,bde8627e-dda1-41aa-a80e-8f72f9e26173,Africa news such as Morocco. ,Africa,1 - Poor,1 - Poor,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,,I'm not interested in this content,Slightly useful,Moderately useful,Moderately useful,Moderately useful,I'm not interested in this content,I'm not interested in this content
25/08/2021 09:47:40,24e5ab79-963d-4a19-ba57-68a7953710cf,More Irish sports such as the Gaelic Athletic Association,Sport,4,2,2,4,3,2,5 - Excellent,,Very useful,Extremely useful,Very useful,Very useful,Very useful,Slightly useful,Very useful
25/08/2021 09:44:24,509a4d0d-bd36-4a7a-b182-ad40ff686119,,,4,4,3,3,,,,,Moderately useful,Moderately useful,Slightly useful,Moderately useful,Moderately useful,Slightly useful,Not very useful
25/08/2021 09:41:03,d93df090-3aaa-492a-ab51-6c6f2f2759ac,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Extremely useful,Very useful,Extremely useful,Extremely useful,Extremely useful,I'm not interested in this content
25/08/2021 09:37:16,112421be-60df-414b-a48c-0efb6dde77e6,Trade topics,Trade,4,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Extremely useful,Moderately useful,Extremely useful,Very useful,Moderately useful,Not very useful
25/08/2021 09:37:05,7ef7afdf-aa8d-4646-b575-fa929538f498,"Market dynamics
Deep analysis of top companies","Companies,Financial markets",4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Moderately useful,Very useful,Very useful,Moderately useful,Moderately useful,Slightly useful,Slightly useful
25/08/2021 09:36:35,1f3ff814-2e82-4358-8f0e-aba1fcfa9021,Similar coverage but with more of a global focus.,World,4,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Moderately useful,Very useful,Moderately useful,Moderately useful,Extremely useful,Very useful
25/08/2021 09:36:30,7b1056b3-dd3f-4766-8d92-1dca8f27e226,,,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,,Extremely useful,Extremely useful,I'm not interested in this content,Extremely useful,Extremely useful,I'm not interested in this content,I'm not interested in this content
25/08/2021 09:32:41,4f92c5cf-1692-48ce-b3fc-e21596e4ca84,The spread of content is great - main business focus for me is in Oil & Gas - but on a persona level I really appreciate the Sports coverage ,"Gas,Oil,Sport",5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,Very useful,Moderately useful,Very useful,Very useful,Extremely useful,Slightly useful,Very useful
25/08/2021 09:30:13,0163d47a-f94a-4949-87f6-c2a27006096e,,,4,5 - Excellent,4,5 - Excellent,4,I haven't encountered / do not use these,5 - Excellent,,Very useful,Moderately useful,Extremely useful,Very useful,Very useful,Moderately useful,Very useful
25/08/2021 09:28:50,bc1848d5-9d6d-43cd-840c-39e8396265aa,Housing and urban studies in alignment with the wastage of natural resources in the developing world and more particularly in the G8.,"Climate / Environment,House & Home,World",4,I haven't encountered / do not use these,4,I haven't encountered / do not use these,3,I haven't encountered / do not use these,4,,Very useful,Very useful,Moderately useful,Very useful,Moderately useful,Very useful,Very useful
25/08/2021 09:28:03,6b6daf34-3694-466f-b77e-8ef2e8042a9f,,,4,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,4,,Very useful,Moderately useful,Very useful,Very useful,Very useful,I'm not interested in this content,I'm not interested in this content
25/08/2021 09:26:45,0c6a66e5-d38c-4444-a5bc-c4365d680677,,,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,,Very useful,Very useful,Moderately useful,Very useful,Very useful,I'm not interested in this content,Very useful
25/08/2021 09:26:32,fa93af08-164b-4bc4-bbe1-f01b6ef998b2,"FinTech, electronic money, criptocurrency, payment services",Fintech,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,4,I haven't encountered / do not use these,4,,I'm not interested in this content,Moderately useful,I'm not interested in this content,Moderately useful,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content
25/08/2021 09:26:24,e5f1ec8e-651c-4798-81cb-5311e89b651c,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,4,,Slightly useful,Very useful,I'm not interested in this content,Very useful,Very useful,Very useful,Very useful
25/08/2021 09:22:48,84ff83cd-34ab-4c34-93a6-c712c8916df1,Cryptocurrency.,Cryptocurrency,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,4,,Very useful,I'm not interested in this content,Very useful,I'm not interested in this content,I'm not interested in this content,Very useful,I'm not interested in this content
25/08/2021 09:16:15,512292ae-c519-439f-9cac-5f3e5fc3f035,,,5 - Excellent,5 - Excellent,4,4,3,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,Very useful,Moderately useful,Very useful,Extremely useful,I'm not interested in this content,I'm not interested in this content
25/08/2021 09:15:48,4a38b684-4cd2-4dd2-ade9-1f3b1a310939,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,5 - Excellent,5 - Excellent,,I'm not interested in this content,Very useful,Very useful,Very useful,Very useful,I'm not interested in this content,I'm not interested in this content
25/08/2021 09:10:42,ca6b9dcb-2f5a-4d41-ad80-8590dabb5951,,,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Extremely useful,Extremely useful,Extremely useful,Very useful,Very useful,Moderately useful,Slightly useful
25/08/2021 09:05:13,b6149492-820b-405e-83e6-438b80fc54fb,None ,Unknown,5 - Excellent,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,,Very useful,Very useful,Very useful,Very useful,Very useful,I'm not interested in this content,I'm not interested in this content
25/08/2021 09:05:07,18ee17a1-2235-43bf-99cc-d0d8ab1d23e7,,,4,5 - Excellent,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,3,,Very useful,Very useful,Very useful,Very useful,Very useful,Very useful,Moderately useful
25/08/2021 09:05:02,92a96929-3bcc-4d03-952c-a1700e753583,Indexes ESG and markets,"Climate / Environment,Financial markets",5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,5 - Excellent,,Very useful,Extremely useful,Very useful,Very useful,Very useful,Very useful,Moderately useful
25/08/2021 09:04:21,fe30b923-606b-4781-9084-6cac0f8c3102,Ftse 250 company results in greater detail ,Companies,4,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Moderately useful,Very useful,Slightly useful,Slightly useful,Moderately useful,I'm not interested in this content,Slightly useful
25/08/2021 09:03:26,dade9135-4853-4b01-8a6a-4cf72b168a4e,"Science content, not applications; geopolitics; fundamental economics","Economy,Politics,Science",5 - Excellent,2,3,3,4,2,5 - Excellent,,Moderately useful,Moderately useful,Very useful,Very useful,Extremely useful,Moderately useful,Slightly useful
25/08/2021 09:02:48,f9e91915-2357-4e6a-a25b-ca1a204a1679,,,4,4,3,I haven't encountered / do not use these,4,I haven't encountered / do not use these,5 - Excellent,,Moderately useful,Moderately useful,Very useful,Slightly useful,Slightly useful,Slightly useful,Not very useful
25/08/2021 09:02:35,9c95e0a8-5284-4832-831f-94583a1783d6,politics,Politics,4,5 - Excellent,4,5 - Excellent,I haven't encountered / do not use these,5 - Excellent,3,,Moderately useful,Very useful,Very useful,Very useful,Very useful,Moderately useful,I'm not interested in this content
25/08/2021 09:01:58,d90fade9-f7ef-4fa4-8b5b-8e54d29bbc30,global trade,"Trade,World",5 - Excellent,3,3,I haven't encountered / do not use these,4,4,3,,I'm not interested in this content,Very useful,Very useful,Very useful,Very useful,I'm not interested in this content,I'm not interested in this content
25/08/2021 08:54:32,22502998-6c19-4f7d-90c8-78bad1c814ee,"Excellent balance, very happy with content.",Unknown,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,,I'm not interested in this content,Very useful,Extremely useful,Extremely useful,Very useful,I'm not interested in this content,I'm not interested in this content
25/08/2021 08:50:55,eb446f8e-c923-420d-a7c0-ea5ef89b2c55,"I think FT writers need to cover Tech and FinTech in more depth.  So many articles on these firms focus on the fact they are highly valued despite making an accounting loss without really understanding what drives valuation of growth companies.  As a consequence you miss the real story on quality of growth, execution and delivery (be it good or bad).

Not a point on content, but it's a shame that your e-Paper renders in very low resolution, so isn't nice to read.  Compare it to publications on apps like Readly and you'll see what i mean.  The Guardian (for free) on Readly looks better than my FT e-Paper version....tragic!!!

  ","Companies,Fintech,Technology",3,5 - Excellent,4,4,4,4,5 - Excellent,,Very useful,Very useful,Moderately useful,Moderately useful,Moderately useful,Very useful,Slightly useful
25/08/2021 08:48:07,abd19241-6f79-4cbd-895d-6d930d451c00,Trading Technology,"Technology,Trade",4,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,3,4,,Very useful,Very useful,Very useful,Very useful,Very useful,Slightly useful,Not very useful
17/08/2021 18:04:48,795abac4-6445-4a4a-918c-05f0880f9a92,More coverage of the business of housing in the UK.  More science coverage.,"House & Home,Science,UK",5 - Excellent,5 - Excellent,5 - Excellent,I haven't encountered / do not use these,3,4,5 - Excellent,,Very useful,Very useful,Moderately useful,Moderately useful,Very useful,Slightly useful,Moderately useful
17/08/2021 11:50:22,2b58dd32-4d9f-47c6-b9cc-f27c8a1aa777,,,5 - Excellent,5 - Excellent,4,I haven't encountered / do not use these,4,I haven't encountered / do not use these,I haven't encountered / do not use these,,I'm not interested in this content,Slightly useful,I'm not interested in this content,Moderately useful,Not very useful,I'm not interested in this content,I'm not interested in this content
14/08/2021 14:49:33,574cca99-a133-468c-bc3e-e4c4636d98db,,,4,,,,,,,,,,,,,,
13/08/2021 17:50:16,fbc4f565-9802-4746-83ba-2cd5eb989216,Science,Science,5 - Excellent,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,Not very useful,Very useful,Very useful,Very useful,Very useful,Slightly useful,Not very useful
12/08/2021 19:45:49,ddae2a5e-5949-415c-9d16-0a1dda0e94fe,,,3,3,3,2,2,1 - Poor,4,,Moderately useful,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content,Moderately useful
12/08/2021 16:19:35,,,,3,4,,,,,,,I'm not interested in this content,Very useful,Very useful,Moderately useful,Very useful,Moderately useful,Very useful
12/08/2021 16:15:57,,,,3,1 - Poor,1 - Poor,5 - Excellent,5 - Excellent,5 - Excellent,5 - Excellent,,Not very useful,Not very useful,Not very useful,Not very useful,Not very useful,Not very useful,Moderately useful
12/08/2021 16:11:29,,,,3,4,5 - Excellent,4,3,4,3,,Very useful,Extremely useful,Very useful,Extremely useful,Moderately useful,Very useful,Extremely useful
12/08/2021 16:07:35,,,,4,4,4,5 - Excellent,3,4,3,,Moderately useful,Very useful,Moderately useful,Very useful,Extremely useful,Moderately useful,Extremely useful
12/08/2021 16:00:11,,,,,,,,,,,,,,,,,,
12/08/2021 15:59:43,,,,,,,,,,,,,,,,,,
12/08/2021 15:55:33,,,,,,,,,,,,,,,,,,
12/08/2021 15:50:50,,,,,,,,,,,,,,,,,,
12/08/2021 15:44:37,,,,,,,,,,,,,,,,,,
12/08/2021 15:44:19,,,,,,,,,,,,,,,,,,
12/08/2021 15:32:19,,,,,,,,,,,,,,,,,,
12/08/2021 15:31:05,,,,,,,,,,,,,,,,,,
12/08/2021 15:10:50,,,,,,,,,,,,,,,,,,
12/08/2021 15:06:26,,,,,,,,,,,,,,,,,,
12/08/2021 15:03:38,,,,,,,,,,,,,,,,,,
12/08/2021 14:58:05,,,,,5 - Excellent,,,,,,,,,,,,,
12/08/2021 14:48:06,,,,,,,,,,,,,,,,,,
12/08/2021 14:46:37,,,,,,,,,,,,,,,,,,
11/08/2021 21:07:56,eaef8b42-d173-4c9d-bd32-c41de6d76c45,,,,,,,,,,,,,,,,,
10/08/2021 09:59:57,5eb60e76-fac9-4d27-9626-9dd92d4025f5,,,,,,,,,,,,,,,,,
10/08/2021 09:37:30,cb0bb149-aff2-418b-b035-d7718037066d,A level exam questions ,Unknown,5 - Excellent,4,3,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,,Moderately useful,Moderately useful,Moderately useful,Moderately useful,Slightly useful,Not very useful,Moderately useful
09/08/2021 16:11:46,8b61111c-660d-4658-af42-d90b141d7fc7,General news,Unknown,4,4,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,4,,Moderately useful,Slightly useful,Moderately useful,Very useful,Moderately useful,Slightly useful,Slightly useful
09/08/2021 15:55:57,,,,,,,,,,,,,,,,,,
09/08/2021 11:05:15,55f50858-1f4e-4c8c-aeac-88205a00912c,,,,,,,,,,,,,,,,,
09/08/2021 09:43:33,ea01c4e1-3775-4641-8ada-f4bff22ee529,Legal ramifications of mergers and acquisitions. ,"Law,Mergers & Acquisitions",4,5 - Excellent,3,5 - Excellent,4,2,5 - Excellent,,Extremely useful,Extremely useful,Very useful,Extremely useful,Extremely useful,Very useful,Very useful
08/08/2021 14:51:08,d44c9931-f072-4a1a-bb39-60983dc19e9a,"Communications. I believe the three most significant industries to global business are communications, energy, and transportation. The FT does an excellent job covering energy and transportation. Communications coverage is very good but could improve to match the other two.","Climate / Environment,Energy sector,World",5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,Very useful,Very useful,Extremely useful,Extremely useful,Very useful,Extremely useful,Slightly useful
07/08/2021 16:43:18,21e77ab4-fb56-45e1-9031-76c2b5a52bb9,Global politics and science although existing coverage of both is excellent.,"Politics,Science,World",5 - Excellent,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,I haven't encountered / do not use these,5 - Excellent,,I'm not interested in this content,I'm not interested in this content,Very useful,Very useful,Very useful,I'm not interested in this content,Very useful
04/08/2021 21:42:30,ccb2c35e-2b87-4c8d-bcf6-760fd784601e,,,4,,,,,,,,Very useful,Moderately useful,Very useful,Moderately useful,,,
04/08/2021 15:08:17,45b853fd-9adc-4dc3-93c8-86ef9557f293,,,5 - Excellent,5 - Excellent,3,I haven't encountered / do not use these,4,2,5 - Excellent,,Moderately useful,Extremely useful,Moderately useful,Very useful,Slightly useful,Very useful,Not very useful
04/08/2021 14:06:57,6405af45-3f36-418e-89a6-92f0c049b274,,,,,,,,,,,,,,,,,
04/08/2021 08:25:44,5bfc0ec2-0e98-455a-a26d-a5632297065e,,,5 - Excellent,,,,,,,,,,,,,,
04/08/2021 03:43:18,,,,,,,,,,,,,,,,,,
04/08/2021 03:10:24,,,,,,,,,,,,,,,,,,
04/08/2021 02:13:59,40aa9671-075d-41d5-8cd1-c4e9d896581e,,,5 - Excellent,,,,,,,,I'm not interested in this content,I'm not interested in this content,Very useful,Very useful,Very useful,Moderately useful,I'm not interested in this content
04/08/2021 02:13:56,,,,,,,,,,,,,,,,,,
04/08/2021 00:35:52,6d74aab6-347d-42d1-96ad-70d3c050dbd7,,,,,,,,,,,,,,,,,
03/08/2021 23:05:35,,,,,,,,,,,,,,,,,,
03/08/2021 20:48:01,,,,,,,,,,,,,,,,,,
03/08/2021 19:46:05,,,,,,,,,,,,,,,,,,
03/08/2021 17:23:33,b6139dc1-7c64-4c85-802f-133456a6d323,,,,,,,,,,,,,,,,,
03/08/2021 15:25:23,,,,,,,,,,,,,,,,,,
03/08/2021 14:32:37,,,,,,,,,,,,,,,,,,
03/08/2021 14:32:35,9dc328f1-4600-4536-9e00-d5fa31530c84,,,,,,,,,,,,,,,,,
03/08/2021 13:49:57,b59e77e1-a919-4b65-8786-6c9ea977655f,,,3,,,,,,,,,,,,,,
03/08/2021 13:49:34,,,,,,,,,,,,,,,,,,
03/08/2021 13:40:33,c3c385b3-d186-438b-8e27-832bd2b57179,,,,,,,,,,,,,,,,,
03/08/2021 13:31:36,,,,,,,,,,,,,,,,,,
03/08/2021 13:04:39,,,,,,,,,,,,,,,,,,
03/08/2021 12:49:02,a436beab-c54a-4c1f-9976-1fdf54eb086f,,,3,,,,,,,,I'm not interested in this content,Moderately useful,Moderately useful,Very useful,I'm not interested in this content,I'm not interested in this content,I'm not interested in this content
03/08/2021 12:48:01,e0856aba-2a09-439e-835d-d323e7fe9b3b,,,,,,,,,,,,,,,,,
03/08/2021 12:37:48,,,,,,,,,,,,,,,,,,
03/08/2021 12:36:34,,,,,,,,,,,,,,,,,,
03/08/2021 12:06:30,,,,,,,,,,,,,,,,,,
03/08/2021 11:54:24,,,,,,,,,,,,,,,,,,
03/08/2021 11:52:15,a682f026-51f4-434a-8a9c-a885d9486010,,,,,,,,,,,,,,,,,
03/08/2021 11:51:17,7f68672e-998c-470e-9bfb-6e04823183bd,Ireland,UK,4,3,3,2,2,2,4,,Slightly useful,Moderately useful,Very useful,Very useful,Moderately useful,Very useful,Not very useful
03/08/2021 11:50:59,d2db6a3f-41a3-448f-aa5a-1ef6151187cf,More deep analysis,Unknown,3,5 - Excellent,I haven't encountered / do not use these,I haven't encountered / do not use these,4,4,I haven't encountered / do not use these,,Very useful,Not very useful,Moderately useful,Not very useful,Very useful,Very useful,I'm not interested in this content
03/08/2021 11:40:54,,,,,,,,,,,,,,,,,,
03/08/2021 11:40:54,197160b7-6776-4d9a-9a9f-0262d20108e9,,,,,,,,,,,,,,,,,
03/08/2021 11:15:56,,,,,,,,,,,,,,,,,,
03/08/2021 11:13:12,476119e6-d8ae-4509-a9df-be60faf6a276,,,,,,,,,,,,,,,,,
03/08/2021 11:08:21,30d3c877-a223-4bac-b6b8-0b049f90e3ef,,,4,,,,,,,,,,,,,,
